compound_name,SMILES,inchikey,ESI_mode,logRF_original,isotope_correction,organic_modifier,organic_pc,vendor,instrument_model,mass_analyzer,ESI_source,eluent_composition,publication,doi,viscosity,surface_tension,polarity_index,pH.aq.,NH4,logP,apKa1,apKa2,bpKa1,bpKa2
alachlor,CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,XCSGPAVHZFQHGE-UHFFFAOYSA-N,positive,2.49,154.6424683,MeCN,50,Agilent,Agilent XCT,ion trap,ESI,MeCN/10 mM AmFor 50/50,Liigand,10.1038/s41598-020-62573-z,0.842467752,30.026945,8,6.8,1,3.59,16.6,NA,-4.21,-6.46
normetanephrine,COC1=CC(=CC=C1O)C(CN)O,YNYAYWLBAHXHLL-UHFFFAOYSA-N,positive,1.66,111.4009062,MeCN,50,Agilent,Agilent XCT,ion trap,ESI,MeCN/10 mM AmFor 50/50,Liigand,10.1038/s41598-020-62573-z,0.842467752,30.026945,8,6.8,1,-0.39,9.99,14.22,9.06,-3.2
tetraconazole,C1=CC(C(CN2C=NC=N2)COC(C(F)F)(F)F)=C(C=C1Cl)Cl,LQDARGUHUSPFNL-UHFFFAOYSA-N,positive,3.24,202.7496815,MeCN,50,Agilent,Agilent XCT,ion trap,ESI,MeCN/10 mM AmFor 50/50,Liigand,10.1038/s41598-020-62573-z,0.842467752,30.026945,8,6.8,1,3.86,18.88,NA,2.05,-4.58
terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,GUGOEEXESWIERI-UHFFFAOYSA-N,positive,4.908106728,142.7198675,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,6.48,13.2,14.52,9.02,-3.02
loperamide,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,RDOIQAHITMMDAJ-UHFFFAOYSA-N,positive,5.13745751,182.7613395,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.77,13.96,NA,9.41,-2.8
amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C13,KRMDCWKBEZIMAB-UHFFFAOYSA-N,positive,4.667288408,124.6281719,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.81,NA,NA,9.76,NA
buspirone,C1CCC2(C1)CC(=O)N(CCCCN3CCN(CC3)C4=NC=CC=N4)C(=O)C2,QWCRAEMEVRGPNT-UHFFFAOYSA-N,positive,4.529677939,128.3469598,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,1.78,NA,NA,7.62,2.06
propanolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C12)O,AQHHHDLHHXJYJD-UHFFFAOYSA-N,positive,4.415002548,119.7267813,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,2.58,14.09,NA,9.67,-3.2
aripiprazole,C(CCOC1=CC=C2CCC(=NC2=C1)O)CN3CCN(CC3)C4=CC=CC(=C4Cl)Cl,CEUORZQYGODEFX-UHFFFAOYSA-N,positive,4.369132391,226.736379,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,3.46,5.25,NA,7.47,0.86
amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,positive,4.701691025,132.4360624,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,7.64,NA,NA,9.08,-3.01
haloperidol,C(CC(=O)C1=CC=C(C=C1)F)CN2CCC(CC2)(C3=CC=C(C=C3)Cl)O,LNEPOXFFQSENCJ-UHFFFAOYSA-N,positive,4.50674286,166.6761229,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,3.66,13.96,16.62,8.05,-3.25
ketoconazole,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(CN4C=CN=C4)(C5=CC=C(C=C5Cl)Cl)O3,XMAYWYJOQHXEEK-UHFFFAOYSA-N,positive,4.01363868,236.0144419,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.19,NA,NA,6.42,3.96
trazodone,C=1C=CN2C(C1)=NN(CCCN3CCN(CC3)C4=CC=CC(=C4)Cl)C2=O,PHLBKPHSAVXXEF-UHFFFAOYSA-N,positive,4.162716688,165.2488486,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,3.13,NA,NA,7.09,-0.28
tetraethylammonium,CC[N+](CC)(CC)CC,CBXCPBUEXACCNR-UHFFFAOYSA-N,positive,4.541145478,109.5754828,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-2.54,NA,NA,NA,NA
fluoxetine,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,positive,4.151249149,120.7555188,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.17,NA,NA,9.8,-5.27
quinine,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=C(C=C34)OC)O,LOUPRKONTZGTKE-UHFFFAOYSA-N,positive,3.692547585,125.5740541,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,2.51,13.89,NA,9.05,4.02
atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=N)O)O,METKIMKYRPQLGS-UHFFFAOYSA-N,positive,3.63520989,118.0316385,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-1.43,-1.1,14.1,12.54,9.67
lincomycin,CCCC1CC(C(=NC(C(C)O)C2C(C(C(C(O2)SC)O)O)O)O)N(C)C1,OJMMVQQUTAEWLP-UHFFFAOYSA-N,positive,3.210910944,130.6153614,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-2.18,3.24,12.5,8.41,0.75
pyridine,C1=CC=NC=C1,JUJWROOIHBZHMG-UHFFFAOYSA-N,positive,2.786611998,105.8901739,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,0.76,NA,NA,5.12,NA
progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,RJKFOVLPORLFTN-UHFFFAOYSA-N,positive,1.811871175,126.0939221,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.15,18.47,19.46,-4.82,-7.36
testosterone,CC12CCC(=O)C=C1CCC3C4CCC(C4(C)CCC23)O,MUMGGOZAMZWBJJ-UHFFFAOYSA-N,positive,2.13296227,123.4058773,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,3.37,18.52,19.38,-0.88,-4.82
norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C12)N3CCNCC3)F)C(=O)O,OGJPXUAPXNRGGI-UHFFFAOYSA-N,positive,3.210910944,121.0390628,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-0.97,5.58,NA,8.77,-0.05
caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,RYYVLZVUVIJVGH-UHFFFAOYSA-N,positive,1.731598402,111.0938996,MeCN,90,Thermo,Thermo LTQ,LIT,ESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-0.55,NA,NA,-1.16,-9.41
terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,GUGOEEXESWIERI-UHFFFAOYSA-N,positive,5.294077797,142.7198675,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,6.48,13.2,14.52,9.02,-3.02
loperamide,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,RDOIQAHITMMDAJ-UHFFFAOYSA-N,positive,5.396764651,182.7613395,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.77,13.96,NA,9.41,-2.8
amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C13,KRMDCWKBEZIMAB-UHFFFAOYSA-N,positive,4.82628213,124.6281719,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.81,NA,NA,9.76,NA
buspirone,C1CCC2(C1)CC(=O)N(CCCCN3CCN(CC3)C4=NC=CC=N4)C(=O)C2,QWCRAEMEVRGPNT-UHFFFAOYSA-N,positive,4.84910143,128.3469598,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,1.78,NA,NA,7.62,2.06
propanolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C12)O,AQHHHDLHHXJYJD-UHFFFAOYSA-N,positive,4.598089121,119.7267813,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,2.58,14.09,NA,9.67,-3.2
aripiprazole,C(CCOC1=CC=C2CCC(=NC2=C1)O)CN3CCN(CC3)C4=CC=CC(=C4Cl)Cl,CEUORZQYGODEFX-UHFFFAOYSA-N,positive,4.700775975,226.736379,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,3.46,5.25,NA,7.47,0.86
amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,positive,4.928968983,132.4360624,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,7.64,NA,NA,9.08,-3.01
haloperidol,C(CC(=O)C1=CC=C(C=C1)F)CN2CCC(CC2)(C3=CC=C(C=C3)Cl)O,LNEPOXFFQSENCJ-UHFFFAOYSA-N,positive,4.928968983,166.6761229,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,3.66,13.96,16.62,8.05,-3.25
ketoconazole,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(CN4C=CN=C4)(C5=CC=C(C=C5Cl)Cl)O3,XMAYWYJOQHXEEK-UHFFFAOYSA-N,positive,4.31284786,236.0144419,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.19,NA,NA,6.42,3.96
trazodone,C=1C=CN2C(C1)=NN(CCCN3CCN(CC3)C4=CC=CC(=C4)Cl)C2=O,PHLBKPHSAVXXEF-UHFFFAOYSA-N,positive,4.335667161,165.2488486,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,3.13,NA,NA,7.09,-0.28
tetraethylammonium,CC[N+](CC)(CC)CC,CBXCPBUEXACCNR-UHFFFAOYSA-N,positive,4.643727723,109.5754828,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-2.54,NA,NA,NA,NA
fluoxetine,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,positive,4.392715413,120.7555188,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.17,NA,NA,9.8,-5.27
quinine,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=C(C=C34)OC)O,LOUPRKONTZGTKE-UHFFFAOYSA-N,positive,4.175932055,125.5740541,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,2.51,13.89,NA,9.05,4.02
atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=N)O)O,METKIMKYRPQLGS-UHFFFAOYSA-N,positive,3.845052193,118.0316385,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-1.43,-1.1,14.1,12.54,9.67
lincomycin,CCCC1CC(C(=NC(C(C)O)C2C(C(C(C(O2)SC)O)O)O)O)N(C)C1,OJMMVQQUTAEWLP-UHFFFAOYSA-N,positive,3.525581981,130.6153614,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-2.18,3.24,12.5,8.41,0.75
pyridine,C1=CC=NC=C1,JUJWROOIHBZHMG-UHFFFAOYSA-N,positive,2.41884589,105.8901739,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,0.76,NA,NA,5.12,NA
progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,RJKFOVLPORLFTN-UHFFFAOYSA-N,positive,2.019508125,126.0939221,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.15,18.47,19.46,-4.82,-7.36
testosterone,CC12CCC(=O)C=C1CCC3C4CCC(C4(C)CCC23)O,MUMGGOZAMZWBJJ-UHFFFAOYSA-N,positive,2.304749386,123.4058773,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,3.37,18.52,19.38,-0.88,-4.82
norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C12)N3CCNCC3)F)C(=O)O,OGJPXUAPXNRGGI-UHFFFAOYSA-N,positive,3.411485477,121.0390628,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-0.97,5.58,NA,8.77,-0.05
caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,RYYVLZVUVIJVGH-UHFFFAOYSA-N,positive,2.133604629,111.0938996,MeCN,90,Thermo,Thermo LTQ,LIT,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-0.55,NA,NA,-1.16,-9.41
terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,GUGOEEXESWIERI-UHFFFAOYSA-N,positive,4.426941984,142.7198675,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,6.48,13.2,14.52,9.02,-3.02
loperamide,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,RDOIQAHITMMDAJ-UHFFFAOYSA-N,positive,4.924214919,182.7613395,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.77,13.96,NA,9.41,-2.8
amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C13,KRMDCWKBEZIMAB-UHFFFAOYSA-N,positive,4.839314662,124.6281719,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.81,NA,NA,9.76,NA
buspirone,C1CCC2(C1)CC(=O)N(CCCCN3CCN(CC3)C4=NC=CC=N4)C(=O)C2,QWCRAEMEVRGPNT-UHFFFAOYSA-N,positive,4.705899972,128.3469598,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,1.78,NA,NA,7.62,2.06
propanolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C12)O,AQHHHDLHHXJYJD-UHFFFAOYSA-N,positive,4.71802858,119.7267813,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,2.58,14.09,NA,9.67,-3.2
aripiprazole,C(CCOC1=CC=C2CCC(=NC2=C1)O)CN3CCN(CC3)C4=CC=CC(=C4Cl)Cl,CEUORZQYGODEFX-UHFFFAOYSA-N,positive,4.52397085,226.736379,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,3.46,5.25,NA,7.47,0.86
amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,positive,4.98485796,132.4360624,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,7.64,NA,NA,9.08,-3.01
haloperidol,C(CC(=O)C1=CC=C(C=C1)F)CN2CCC(CC2)(C3=CC=C(C=C3)Cl)O,LNEPOXFFQSENCJ-UHFFFAOYSA-N,positive,4.899957703,166.6761229,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,3.66,13.96,16.62,8.05,-3.25
ketoconazole,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(CN4C=CN=C4)(C5=CC=C(C=C5Cl)Cl)O3,XMAYWYJOQHXEEK-UHFFFAOYSA-N,positive,4.245012862,236.0144419,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.19,NA,NA,6.42,3.96
trazodone,C=1C=CN2C(C1)=NN(CCCN3CCN(CC3)C4=CC=CC(=C4)Cl)C2=O,PHLBKPHSAVXXEF-UHFFFAOYSA-N,positive,3.674968277,165.2488486,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,3.13,NA,NA,7.09,-0.28
tetraethylammonium,CC[N+](CC)(CC)CC,CBXCPBUEXACCNR-UHFFFAOYSA-N,positive,4.996986568,109.5754828,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-2.54,NA,NA,NA,NA
fluoxetine,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,positive,4.002440698,120.7555188,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.17,NA,NA,9.8,-5.27
quinine,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=C(C=C34)OC)O,LOUPRKONTZGTKE-UHFFFAOYSA-N,positive,4.111598172,125.5740541,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,2.51,13.89,NA,9.05,4.02
atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=N)O)O,METKIMKYRPQLGS-UHFFFAOYSA-N,positive,4.135855388,118.0316385,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-1.43,-1.1,14.1,12.54,9.67
lincomycin,CCCC1CC(C(=NC(C(C)O)C2C(C(C(C(O2)SC)O)O)O)O)N(C)C1,OJMMVQQUTAEWLP-UHFFFAOYSA-N,positive,3.72348271,130.6153614,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-2.18,3.24,12.5,8.41,0.75
pyridine,C1=CC=NC=C1,JUJWROOIHBZHMG-UHFFFAOYSA-N,positive,3.080666477,105.8901739,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,0.76,NA,NA,5.12,NA
progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,RJKFOVLPORLFTN-UHFFFAOYSA-N,positive,2.365078594,126.0939221,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.15,18.47,19.46,-4.82,-7.36
testosterone,CC12CCC(=O)C=C1CCC3C4CCC(C4(C)CCC23)O,MUMGGOZAMZWBJJ-UHFFFAOYSA-N,positive,2.583393541,123.4058773,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,3.37,18.52,19.38,-0.88,-4.82
norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C12)N3CCNCC3)F)C(=O)O,OGJPXUAPXNRGGI-UHFFFAOYSA-N,positive,3.505167763,121.0390628,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-0.97,5.58,NA,8.77,-0.05
caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,RYYVLZVUVIJVGH-UHFFFAOYSA-N,positive,2.207406688,111.0938996,MeCN,90,AB Sciex,Sciex API4000,QQQ,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,-0.55,NA,NA,-1.16,-9.41
terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,GUGOEEXESWIERI-UHFFFAOYSA-N,positive,4.870580761,142.7198675,MeCN,90,Waters,Waters Synapt G.2,QTOF,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,6.48,13.2,14.52,9.02,-3.02
loperamide,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,RDOIQAHITMMDAJ-UHFFFAOYSA-N,positive,5.29936778,182.7613395,MeCN,90,Waters,Waters Synapt G.2,QTOF,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.77,13.96,NA,9.41,-2.8
amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C13,KRMDCWKBEZIMAB-UHFFFAOYSA-N,positive,4.727651754,124.6281719,MeCN,90,Waters,Waters Synapt G.2,QTOF,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,4.81,NA,NA,9.76,NA
buspirone,C1CCC2(C1)CC(=O)N(CCCCN3CCN(CC3)C4=NC=CC=N4)C(=O)C2,QWCRAEMEVRGPNT-UHFFFAOYSA-N,positive,4.463782819,128.3469598,MeCN,90,Waters,Waters Synapt G.2,QTOF,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,1.78,NA,NA,7.62,2.06
propanolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C12)O,AQHHHDLHHXJYJD-UHFFFAOYSA-N,positive,4.386821046,119.7267813,MeCN,90,Waters,Waters Synapt G.2,QTOF,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,2.58,14.09,NA,9.67,-3.2
aripiprazole,C(CCOC1=CC=C2CCC(=NC2=C1)O)CN3CCN(CC3)C4=CC=CC(=C4Cl)Cl,CEUORZQYGODEFX-UHFFFAOYSA-N,positive,3.870077715,226.736379,MeCN,90,Waters,Waters Synapt G.2,QTOF,HESI,MeCN/10 mM HCOOH 90/10,Liigand,10.1038/s41598-020-62573-z,0.44,31.28,6.24,2.91,0,3.46,5.25,NA,7.47,0.86
